2026-04-16 22:58:53;1;purchase;1
2026-04-16 22:58:53;1;view;2
2026-04-16 22:58:53;1;purchase;2
2026-04-16 23:13:53;1;purchase;1
2026-04-16 23:13:53;1;view;2
2026-04-16 23:13:53;1;purchase;2
2026-04-16 23:14:10;1;purchase;1
2026-04-16 23:14:10;1;view;2
2026-04-16 23:14:10;1;purchase;2
2026-04-16 23:17:47;1;purchase;1
2026-04-16 23:17:47;1;view;2
2026-04-16 23:17:47;1;purchase;2
2026-04-16 23:19:32;1;purchase;1
2026-04-16 23:19:32;1;view;2
2026-04-16 23:19:32;1;purchase;2
2026-04-16 23:19:45;1;purchase;1
2026-04-16 23:19:45;1;view;2
2026-04-16 23:19:45;1;purchase;2
2026-04-16 23:20:30;1;purchase;1
2026-04-16 23:20:30;1;view;2
2026-04-16 23:20:30;1;purchase;2
2026-04-16 23:22:43;1;purchase;1
2026-04-16 23:22:43;1;view;2
2026-04-16 23:22:43;1;purchase;2
2026-04-16 23:24:36;1;purchase;1
2026-04-16 23:24:36;1;view;2
2026-04-16 23:24:36;1;purchase;2
2026-04-16 23:24:53;1;purchase;1
2026-04-16 23:24:53;1;view;2
2026-04-16 23:24:53;1;purchase;2
2026-04-16 23:31:40;1;purchase;1
2026-04-16 23:31:40;1;view;2
2026-04-16 23:31:40;1;purchase;2
2026-04-17 15:40:25;1;purchase;1
2026-04-17 15:40:25;1;view;2
2026-04-17 15:40:25;1;purchase;2
2026-04-17 15:44:53;1;purchase;1
2026-04-17 15:44:53;1;view;2
2026-04-17 15:44:53;1;purchase;2
2026-04-17 15:47:06;1;purchase;1
2026-04-17 15:47:06;1;view;2
2026-04-17 15:47:06;1;purchase;2
2026-04-17 15:51:52;1;purchase;1
2026-04-17 15:51:52;1;view;2
2026-04-17 15:51:52;1;purchase;2
2026-04-17 15:53:18;1;purchase;1
2026-04-17 15:53:18;1;view;2
2026-04-17 15:53:18;1;purchase;2
2026-04-17 16:02:43;1;purchase;1
2026-04-17 16:02:43;1;view;2
2026-04-17 16:02:43;1;purchase;2
2026-04-17 16:08:25;1;purchase;1
2026-04-17 16:08:25;1;view;2
2026-04-17 16:08:25;1;purchase;2
2026-04-17 16:10:40;1;purchase;1
2026-04-17 16:10:40;1;view;2
2026-04-17 16:10:40;1;purchase;2
2026-04-17 16:13:21;1;purchase;1
2026-04-17 16:13:21;1;view;2
2026-04-17 16:13:21;1;purchase;2
2026-04-17 16:13:38;1;purchase;1
2026-04-17 16:13:38;1;view;2
2026-04-17 16:13:38;1;purchase;2
2026-04-17 16:19:30;1;purchase;1
2026-04-17 16:19:30;1;view;2
2026-04-17 16:19:30;1;purchase;2
2026-04-17 16:19:45;1;purchase;1
2026-04-17 16:19:45;1;view;2
2026-04-17 16:19:45;1;purchase;2
2026-04-17 16:20:11;1;purchase;1
2026-04-17 16:20:11;1;view;2
2026-04-17 16:20:11;1;purchase;2
2026-04-17 16:20:20;1;purchase;1
2026-04-17 16:20:20;1;view;2
2026-04-17 16:20:20;1;purchase;2
2026-04-17 16:20:36;1;purchase;1
2026-04-17 16:20:36;1;view;2
2026-04-17 16:20:36;1;purchase;2
2026-04-17 16:22:26;1;purchase;1
2026-04-17 16:22:26;1;view;2
2026-04-17 16:22:26;1;purchase;2
2026-04-17 16:23:49;1;purchase;1
2026-04-17 16:23:49;1;view;2
2026-04-17 16:23:49;1;purchase;2
2026-04-17 16:25:56;1;purchase;1
2026-04-17 16:25:56;1;view;2
2026-04-17 16:25:56;1;purchase;2
2026-04-17 16:31:49;1;purchase;1
2026-04-17 16:31:49;1;view;2
2026-04-17 16:31:49;1;purchase;2
2026-04-17 16:32:57;1;purchase;1
2026-04-17 16:32:57;1;view;2
2026-04-17 16:32:57;1;purchase;2
2026-04-17 16:33:32;1;purchase;1
2026-04-17 16:33:32;1;view;2
2026-04-17 16:33:32;1;purchase;2
2026-04-17 16:34:23;1;purchase;1
2026-04-17 16:34:23;1;view;2
2026-04-17 16:34:23;1;purchase;2
2026-04-17 16:38:00;1;purchase;1
2026-04-17 16:38:00;1;view;2
2026-04-17 16:38:00;1;purchase;2
2026-04-17 16:41:01;1;purchase;1
2026-04-17 16:41:01;1;view;2
2026-04-17 16:41:01;1;purchase;2
2026-04-17 16:41:16;1;purchase;1
2026-04-17 16:41:16;1;view;2
2026-04-17 16:41:16;1;purchase;2
2026-04-17 16:41:52;1;purchase;1
2026-04-17 16:41:52;1;view;2
2026-04-17 16:41:52;1;purchase;2
2026-04-17 16:43:45;1;purchase;1
2026-04-17 16:43:45;1;view;2
2026-04-17 16:43:45;1;purchase;2
2026-04-17 16:47:00;1;purchase;1
2026-04-17 16:47:00;1;view;2
2026-04-17 16:47:00;1;purchase;2
2026-04-17 16:48:01;1;purchase;1
2026-04-17 16:48:01;1;view;2
2026-04-17 16:48:01;1;purchase;2
2026-04-17 16:48:26;1;purchase;1
2026-04-17 16:48:26;1;view;2
2026-04-17 16:48:26;1;purchase;2
2026-04-17 16:48:44;1;purchase;1
2026-04-17 16:48:44;1;view;2
2026-04-17 16:48:44;1;purchase;2
2026-04-17 16:48:53;1;purchase;1
2026-04-17 16:48:53;1;view;2
2026-04-17 16:48:53;1;purchase;2
2026-04-17 16:52:58;1;purchase;1
2026-04-17 16:52:58;1;view;2
2026-04-17 16:52:58;1;purchase;2
2026-04-17 16:53:33;1;purchase;1
2026-04-17 16:53:33;1;view;2
2026-04-17 16:53:33;1;purchase;2
2026-04-17 17:01:30;1;purchase;1
2026-04-17 17:01:30;1;view;2
2026-04-17 17:01:30;1;purchase;2
2026-04-17 17:02:18;1;purchase;1
2026-04-17 17:02:18;1;view;2
2026-04-17 17:02:18;1;purchase;2
2026-04-17 17:02:42;1;purchase;1
2026-04-17 17:02:42;1;view;2
2026-04-17 17:02:42;1;purchase;2
2026-04-17 17:03:28;1;purchase;1
2026-04-17 17:03:28;1;view;2
2026-04-17 17:03:28;1;purchase;2
2026-04-17 17:03:42;1;purchase;1
2026-04-17 17:03:42;1;view;2
2026-04-17 17:03:42;1;purchase;2
2026-04-17 17:07:33;1;purchase;1
2026-04-17 17:07:33;1;view;2
2026-04-17 17:07:33;1;purchase;2
2026-04-17 17:17:32;1;purchase;1
2026-04-17 17:17:32;1;view;2
2026-04-17 17:17:32;1;purchase;2
2026-04-17 17:17:41;1;purchase;1
2026-04-17 17:17:41;1;view;2
2026-04-17 17:17:41;1;purchase;2
2026-04-17 17:21:32;1;purchase;1
2026-04-17 17:21:32;1;view;2
2026-04-17 17:21:32;1;purchase;2
2026-04-17 17:23:55;1;purchase;1
2026-04-17 17:23:55;1;view;2
2026-04-17 17:23:55;1;purchase;2
2026-04-17 17:30:05;1;purchase;1
2026-04-17 17:30:05;1;view;2
2026-04-17 17:30:05;1;purchase;2
2026-04-17 17:35:43;1;purchase;1
2026-04-17 17:35:43;1;view;2
2026-04-17 17:35:43;1;purchase;2
2026-04-17 17:38:40;1;purchase;1
2026-04-17 17:38:40;1;view;2
2026-04-17 17:38:40;1;purchase;2
2026-04-17 17:44:31;1;purchase;1
2026-04-17 17:44:31;1;view;2
2026-04-17 17:44:31;1;purchase;2
2026-04-17 17:47:48;1;purchase;1
2026-04-17 17:47:48;1;view;2
2026-04-17 17:47:48;1;purchase;2
2026-04-17 17:52:26;1;purchase;1
2026-04-17 17:52:26;1;view;2
2026-04-17 17:52:26;1;purchase;2
2026-04-17 17:53:27;1;purchase;1
2026-04-17 17:53:27;1;view;2
2026-04-17 17:53:27;1;purchase;2
2026-04-17 17:53:59;1;purchase;1
2026-04-17 17:53:59;1;view;2
2026-04-17 17:53:59;1;purchase;2
2026-04-17 17:56:14;1;purchase;1
2026-04-17 17:56:14;1;view;2
2026-04-17 17:56:14;1;purchase;2
2026-04-17 17:56:39;1;purchase;1
2026-04-17 17:56:39;1;view;2
2026-04-17 17:56:39;1;purchase;2
2026-04-17 17:57:15;1;purchase;1
2026-04-17 17:57:15;1;view;2
2026-04-17 17:57:15;1;purchase;2
2026-04-17 17:58:47;1;purchase;1
2026-04-17 17:58:47;1;view;2
2026-04-17 17:58:47;1;purchase;2
2026-04-17 21:14:05;1;purchase;1
2026-04-17 21:14:05;1;view;2
2026-04-17 21:14:05;1;purchase;2
2026-04-17 21:15:10;1;purchase;1
